"majority_class","cluster","rank","token","sign","centered_eta_score","abs_score","selected","document_frequency","mean_weight","variance"
"sport",1,26,"manager","+",8.69104815019184,8.69104815019184,TRUE,82,0.1533922588,0.1261357855
"sport",1,27,"oscar","-",-8.66022634646476,8.66022634646476,TRUE,56,0.1411905524,0.1832108283
"sport",1,28,"scotland","+",8.46403689865496,8.46403689865496,TRUE,75,0.1511669671,0.1729791291
"sport",1,29,"movies","-",-8.32197399941325,8.32197399941325,TRUE,79,0.1416605562,0.08865198331
"sport",1,30,"six","+",8.21850631855669,8.21850631855669,TRUE,46,0.1073147648,0.1068127691
"sport",1,31,"singer","-",-8.12724182368892,8.12724182368892,TRUE,76,0.1383121663,0.1145048588
"sport",1,32,"medal","+",7.98564971896756,7.98564971896756,TRUE,135,0.1742490942,0.0835623959
"sport",1,33,"rugby","+",7.89879774298809,7.89879774298809,TRUE,40,0.09512712152,0.1238948956
"sport",1,34,"computers","-",-7.82853548312259,7.82853548312259,TRUE,77,0.107174968,0.06686468252
"sport",1,35,"digital","-",-7.8182818019883,7.8182818019883,TRUE,43,0.1270289284,0.149694468
"sport",1,36,"chelsea","+",7.77945710947024,7.77945710947024,TRUE,24,0.09576635016,0.2120236374
"sport",1,37,"final","+",7.61358604642496,7.61358604642496,TRUE,58,0.1319382765,0.1289209085
"sport",1,38,"cost","-",-7.55095470871869,7.55095470871869,TRUE,72,0.1354862008,0.09809083122
"sport",1,39,"actors","-",-7.4982178184056,7.4982178184056,TRUE,84,0.1311541106,0.07510300677
"sport",1,40,"show","-",-7.49288603691281,7.49288603691281,TRUE,103,0.1750934009,0.1276695435
"sport",1,41,"championship","+",7.26239667649395,7.26239667649395,TRUE,50,0.09337158848,0.07773416597
"sport",1,42,"mobile","-",-7.14012625922818,7.14012625922818,TRUE,46,0.1068765467,0.1193033324
"sport",1,43,"users","-",-6.95761485017344,6.95761485017344,TRUE,69,0.09921026875,0.06079848909
"sport",1,44,"boss","+",6.69347128694866,6.69347128694866,TRUE,34,0.09220602959,0.1183682737
"sport",1,45,"australia","+",6.69089698677307,6.69089698677307,TRUE,54,0.1283505641,0.144952644
"sport",1,46,"spain","+",6.4440922179264,6.4440922179264,TRUE,63,0.108668638,0.1069642108
"sport",1,47,"song","-",-6.34601945122592,6.34601945122592,TRUE,114,0.1397980656,0.08468951642
"sport",1,48,"open","+",6.32055656257721,6.32055656257721,TRUE,81,0.1491450324,0.1396202747
"sport",1,49,"musical","-",-6.17343051108839,6.17343051108839,TRUE,78,0.1399865716,0.1172321115
"sport",1,50,"companies","-",-6.12371101517935,6.12371101517935,TRUE,83,0.1069490224,0.05495654088
"sport",1,51,"andy","+",6.07790707722206,6.07790707722206,TRUE,43,0.1183245505,0.1603307957
"sport",1,52,"firms","-",-5.9612670280595,5.9612670280595,TRUE,55,0.09793044743,0.07179275596
"sport",1,53,"films","-",-5.9565948272841,5.9565948272841,TRUE,76,0.1176614102,0.06343603701
"sport",1,54,"download","-",-5.92934054159341,5.92934054159341,TRUE,38,0.1103468023,0.1260037613
"sport",1,55,"microsoft","-",-5.89743696301435,5.89743696301435,TRUE,30,0.09833294431,0.1295198034
"sport",1,56,"ireland","+",5.89011063879925,5.89011063879925,TRUE,85,0.1539150205,0.1691301924
"sport",1,57,"bbc","-",-5.87974526332622,5.87974526332622,TRUE,127,0.373110276,0.4100428175
"sport",1,58,"songs","-",-5.80701162626658,5.80701162626658,TRUE,86,0.1271882602,0.07673886759
"sport",1,59,"tournament","+",5.78827923961271,5.78827923961271,TRUE,60,0.08015905997,0.0512335617
"sport",1,60,"coaching","+",5.62090614544407,5.62090614544407,TRUE,34,0.08327664674,0.08543383283
"sport",1,61,"play","+",5.58495684661726,5.58495684661726,TRUE,170,0.2909178066,0.1441337206
"sport",1,62,"clubs","+",5.3537444094365,5.3537444094365,TRUE,65,0.0926978662,0.06189347103
"sport",1,63,"net","-",-4.97676240887929,4.97676240887929,TRUE,36,0.1078248899,0.1292356181
"sport",1,64,"released","-",-4.86421947308753,4.86421947308753,TRUE,98,0.1484404026,0.09753527724
"sport",1,65,"injuries","+",4.8037831642543,4.8037831642543,TRUE,38,0.09326742196,0.08345229015
"sport",1,66,"news","-",-4.77594007776208,4.77594007776208,TRUE,56,0.1269418607,0.1168782172
"sport",1,67,"web","-",-4.65019160586974,4.65019160586974,TRUE,43,0.07976275912,0.07491106211
"sport",1,68,"electronic","-",-4.64917502938046,4.64917502938046,TRUE,52,0.09035026466,0.06164713869
"sport",1,69,"stadium","+",4.59800885668772,4.59800885668772,TRUE,108,0.1002046716,0.05001828766
"sport",1,70,"fee","-",-4.59405378948177,4.59405378948177,TRUE,66,0.1448495233,0.109908448
"sport",1,71,"band","-",-4.48001968193386,4.48001968193386,TRUE,55,0.09529523535,0.08974703808
"sport",1,72,"injury","+",4.46090324860548,4.46090324860548,TRUE,45,0.08945475165,0.07938320191
"sport",1,73,"game","+",4.39930976989066,4.39930976989066,TRUE,131,0.2133684572,0.1287770899
"sport",1,74,"nations","+",4.3462649832196,4.3462649832196,TRUE,36,0.1000003841,0.1135281182
"sport",1,75,"players","+",4.25453846238124,4.25453846238124,TRUE,109,0.176131807,0.0976186712
"sport",1,76,"phones","-",-4.21535612782499,4.21535612782499,TRUE,37,0.0763370077,0.06536434659
"sport",1,77,"online","-",-4.1373350642627,4.1373350642627,TRUE,36,0.08178804187,0.06968182355
"sport",1,78,"nominated","-",-4.10715436165694,4.10715436165694,TRUE,41,0.09169231794,0.08516571757
"sport",1,79,"world","+",3.90944331435546,3.90944331435546,TRUE,95,0.1845395834,0.1304585336
"sport",1,80,"devices","-",-3.89681593364554,3.89681593364554,TRUE,51,0.07899449204,0.05101829806
"sport",1,81,"injured","+",3.86158323283452,3.86158323283452,TRUE,39,0.08252455526,0.06564094195
"sport",1,82,"cast","-",-3.75959082161246,3.75959082161246,TRUE,107,0.1347718923,0.07671821059
"sport",1,83,"based","-",-3.66349598876063,3.66349598876063,TRUE,54,0.1087750513,0.09180754405
"sport",1,84,"against","+",3.57844855649983,3.57844855649983,TRUE,102,0.1539074266,0.08938860407
"sport",1,85,"directed","-",-3.56642255213613,3.56642255213613,TRUE,45,0.08921006866,0.07255948265
"sport",1,86,"hollywood","-",-3.53238349326541,3.53238349326541,TRUE,33,0.09073946461,0.1032139246
"sport",1,87,"many","-",-3.52241168725251,3.52241168725251,TRUE,103,0.1487910496,0.08362828107
"sport",1,88,"starring","-",-3.5116294790565,3.5116294790565,TRUE,72,0.09056380493,0.05053211967
"sport",1,89,"sports","+",3.49530379503376,3.49530379503376,TRUE,66,0.08658798958,0.05161421418
"sport",1,90,"because","-",-3.49127244440428,3.49127244440428,TRUE,205,0.3069867148,0.1354007007
"sport",1,91,"firm","-",-3.48696643129305,3.48696643129305,TRUE,51,0.07998967055,0.05981831549
"sport",1,92,"phone","-",-3.48182476638512,3.48182476638512,TRUE,40,0.07117281063,0.05712225547
"sport",1,93,"australian","+",3.46026772267179,3.46026772267179,TRUE,31,0.1013683763,0.1238914618
"sport",1,94,"written","-",-3.44237537188468,3.44237537188468,TRUE,66,0.1071033471,0.07418060731
"sport",1,95,"free","-",-3.42568263562523,3.42568263562523,TRUE,38,0.08549004537,0.08416152184
"sport",1,96,"arsenal","+",3.38722404107507,3.38722404107507,TRUE,20,0.06730854058,0.1513935058
"sport",1,97,"consumers","-",-3.30402543781478,3.30402543781478,TRUE,35,0.06926397879,0.05757888946
"sport",1,98,"consumer","-",-3.26607680546084,3.26607680546084,TRUE,30,0.07056565865,0.07375664825
"sport",1,99,"market","-",-3.21983284752939,3.21983284752939,TRUE,43,0.07886806813,0.06349632306
"sport",1,100,"saturday","+",3.18171217850043,3.18171217850043,TRUE,44,0.1285725511,0.16569639
"sport",1,101,"latest","-",-3.09611453206165,3.09611453206165,TRUE,99,0.1318985455,0.07856255528
"sport",1,102,"launch","-",-3.0931902021564,3.0931902021564,TRUE,42,0.09478562815,0.07673832551
"sport",1,103,"half","+",3.08223008099632,3.08223008099632,TRUE,47,0.1433522602,0.1895177845
"sport",1,104,"launched","-",-2.96011100259459,2.96011100259459,TRUE,46,0.09071501962,0.06772634048
"sport",1,105,"wireless","-",-2.92725646122363,2.92725646122363,TRUE,51,0.06462528854,0.05501328298
"sport",1,106,"premiership","+",2.90879617521844,2.90879617521844,TRUE,13,0.06446719335,0.1140393894
"sport",1,107,"beat","+",2.85866861694158,2.85866861694158,TRUE,55,0.1184657629,0.1071716918
"sport",1,108,"referee","+",2.85321130901075,2.85321130901075,TRUE,56,0.06593320425,0.0658189982
"sport",1,109,"early","-",-2.77600929911913,2.77600929911913,TRUE,146,0.1592275395,0.05587289532
"sport",1,110,"star","-",-2.70386753178292,2.70386753178292,TRUE,96,0.1756716952,0.1248596149
"sport",1,111,"back","+",2.6918816613754,2.6918816613754,TRUE,88,0.156464619,0.10971957
"sport",1,112,"league","+",2.60564119455141,2.60564119455141,TRUE,23,0.06280665057,0.07002072116
"sport",1,113,"olympic","+",2.58039435308327,2.58039435308327,TRUE,29,0.07793127671,0.09281994868
"sport",1,114,"comedy","-",-2.52547603479681,2.52547603479681,TRUE,29,0.07049586628,0.06442374601
"sport",1,115,"slam","+",2.49575491871992,2.49575491871992,TRUE,25,0.06252391999,0.08380227425
"sport",1,116,"pop","-",-2.48614982703496,2.48614982703496,TRUE,26,0.08918365555,0.1104686199
"sport",1,117,"nominations","-",-2.33088749109148,2.33088749109148,TRUE,33,0.07076425114,0.05672343054
"sport",1,118,"downloads","-",-2.19788579535173,2.19788579535173,TRUE,34,0.07064470719,0.06062899967
"sport",1,119,"apple","-",-2.19325380899014,2.19325380899014,TRUE,32,0.07025062811,0.09147558561
"sport",1,120,"popularity","-",-2.15779208069234,2.15779208069234,TRUE,62,0.08347148573,0.05487465672
"sport",1,121,"champions","+",2.1256020837606,2.1256020837606,TRUE,40,0.06648959993,0.04830986059
"sport",1,122,"she","+",2.08830660543067,2.08830660543067,TRUE,109,0.1968032017,0.1439708441
"sport",1,123,"liverpool","+",2.07735218618177,2.07735218618177,TRUE,44,0.06701853349,0.07163308796
"sport",1,124,"british","-",-2.07585112260728,2.07585112260728,TRUE,122,0.1941128991,0.1080430138
"sport",1,125,"director","-",-2.07360502230918,2.07360502230918,TRUE,120,0.2127398567,0.1487678556
"sport",1,126,"data","-",-2.06812805701994,2.06812805701994,TRUE,25,0.05830119004,0.05203151576
"sport",1,127,"actor","-",-2.00033009373065,2.00033009373065,TRUE,212,0.3086562196,0.1114906173
"sport",1,128,"video","-",-1.93887608885986,1.93887608885986,TRUE,46,0.09532960448,0.08052895808
"sport",1,129,"bands","-",-1.89798685074587,1.89798685074587,TRUE,42,0.06921201466,0.05035307935
"sport",1,130,"mail","-",-1.87584640474638,1.87584640474638,TRUE,29,0.06470020865,0.06004936684
"sport",1,131,"nomination","-",-1.86787854097669,1.86787854097669,TRUE,32,0.06326232722,0.04868135033
"sport",1,132,"kick","+",1.86648231899131,1.86648231899131,TRUE,49,0.07918234715,0.07506490876
"sport",1,133,"irish","+",1.83493526586253,1.83493526586253,TRUE,35,0.1071932334,0.137314178
"sport",1,134,"gaming","-",-1.83237738750066,1.83237738750066,TRUE,36,0.06469345625,0.05523249563
