"method","K_fit","beta","lambda_mu","lambda_kappa","lambda_eta","ARI","loglik","pen_loglik","converged","iter","true_union_q","selected_q","TPR","FPR","Precision","F1","entry_TPR","entry_FPR","entry_Precision","entry_F1","MSE_mu","MSE_kappa","MSE_centered_eta","kappa_hat_mean","df","BIC","EBIC","common_selection_rate","specific_selection_rate","noise_selection_rate","scenario","rep","n","d","K_true","common_q","specific_q_per_component","specific_weight","true_entry_q","mu_pairwise_cos_mean","kappa_true_min","kappa_true_max","kappa_true_ratio"
"Eta centered path BIC",4,NA,NA,NA,1.97907014506174,0.638604308054281,97311.8669828806,96912.862567821,TRUE,16,22,22,1,0,1,1,NA,NA,NA,NA,0.000317767867712072,6.85828447381389,0.42872885792031,57.4899721393047,169,-193456.323323613,-192678.049562181,1,1,0,"specific_effect_common6_specific4",2,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.97907014506174,0.682458728766201,97404.6262868416,NA,TRUE,28,22,22,1,0,1,1,NA,NA,NA,NA,6.84585386752176e-05,2.00318703452716,0.106609479354038,56.7671276224258,91,-194180.646843296,-193761.576356371,1,1,0,"specific_effect_common6_specific4",2,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC",4,30.6711868453677,NA,NA,NA,0.692064798804807,97648.4991544825,97209.9963006905,TRUE,2,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,1,0.661111111111111,0.143884892086331,0.251572327044025,0.000147129965037506,2.0402540429722,0.306152229974532,58.5058894812503,281,-193355.919075571,-192061.866253308,1,1,0.987179487179487,"specific_effect_common6_specific4",3,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC + refit",4,30.6711868453677,NA,NA,NA,0.66163742445427,97685.6579546612,NA,TRUE,12,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,NA,NA,NA,NA,0.000351555761110664,2.07421679625838,0.632652233914767,58.5213400573555,399,-192615.121553009,-190777.658648799,1,1,0.987179487179487,"specific_effect_common6_specific4",3,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC",4,NA,40.5923194739222,0,NA,0.695453326816167,97629.0445653879,97071.1010607243,TRUE,2,22,98,1,0.974358974358974,0.224489795918367,0.366666666666667,1,0.536111111111111,0.171673819742489,0.293040293040293,0.000115705293624255,1.87237624057845,0.249212628232842,58.4195111948175,236,-193627.858884936,-192541.038721043,1,1,0.974358974358974,"specific_effect_common6_specific4",3,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,40.5923194739222,0,NA,0.665384602540922,97685.5394454683,NA,TRUE,13,22,98,1,0.974358974358974,0.224489795918367,0.366666666666667,NA,NA,NA,NA,0.00035278708494517,2.05419147127834,0.632967274118547,58.5046397248985,395,-192642.515555739,-190823.473332273,1,1,0.974358974358974,"specific_effect_common6_specific4",3,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.61328505421248,0.606529638708652,97489.7457175372,97148.0112282757,TRUE,13,22,29,1,0.0897435897435897,0.758620689655172,0.862745098039216,NA,NA,NA,NA,0.000306191728066926,19.8597625203891,0.480849298652634,59.3277583839163,190,-193667.017932068,-192792.03559673,1,1,0.0897435897435897,"specific_effect_common6_specific4",3,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.61328505421248,0.67675027551096,97555.0555032689,NA,TRUE,26,22,29,1,0.0897435897435897,0.758620689655172,0.862745098039216,NA,NA,NA,NA,0.000129800131826946,2.31711857295786,0.262674281506145,58.596287959269,119,-194288.088128339,-193740.072876206,1,1,0.0897435897435897,"specific_effect_common6_specific4",3,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC",4,24.5000156395254,NA,NA,NA,0.672173346413151,97614.9489910934,97256.1199085801,TRUE,2,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,1,0.702777777777778,0.136518771331058,0.24024024024024,0.000155903684386804,1.60611113868392,0.299666550194942,58.3551487401986,296,-193185.202419608,-191822.072044556,1,1,0.987179487179487,"specific_effect_common6_specific4",4,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC + refit",4,24.5000156395254,NA,NA,NA,0.635024232298887,97640.8681343609,NA,TRUE,29,22,99,1,0.987179487179487,0.222222222222222,0.363636363636364,NA,NA,NA,NA,0.000379003432926944,1.05023378789035,0.587885760470027,57.8779423899759,399,-192525.541912408,-190688.079008199,1,1,0.987179487179487,"specific_effect_common6_specific4",4,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC",4,NA,54.2034776749272,0,NA,0.669508158272613,97562.2111481108,96844.9014935651,TRUE,2,22,97,1,0.961538461538462,0.22680412371134,0.369747899159664,1,0.413888888888889,0.211640211640212,0.349344978165939,7.36214529642098e-05,1.73194594670465,0.161931481553962,58.2186218232026,192,-193798.133282657,-192913.940606947,1,1,0.961538461538462,"specific_effect_common6_specific4",4,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,54.2034776749272,0,NA,0.642088472841935,97639.1674917995,NA,TRUE,30,22,97,1,0.961538461538462,0.22680412371134,0.369747899159664,NA,NA,NA,NA,0.000376119526569925,1.07460295630489,0.584289613061897,57.8482368822816,391,-192577.402669517,-190776.781126796,1,1,0.961538461538462,"specific_effect_common6_specific4",4,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.65707456565509,0.613970322158029,97427.6506860697,97085.1839313285,TRUE,23,22,22,1,0,1,1,NA,NA,NA,NA,0.000252352187235908,10.9664155553775,0.360756261323267,58.2821592782225,169,-193687.890729991,-192909.616968559,1,1,0,"specific_effect_common6_specific4",4,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.65707456565509,0.664969706747154,97469.7154710098,NA,TRUE,25,22,22,1,0,1,1,NA,NA,NA,NA,3.71922709085928e-05,1.02560666563904,0.0900655377741132,57.5103448931655,91,-194310.825211632,-193891.754724707,1,1,0,"specific_effect_common6_specific4",4,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC",4,41.7833455399438,NA,NA,NA,0.745991553353341,97764.507791447,97181.3694805329,TRUE,2,22,98,1,0.974358974358974,0.224489795918367,0.366666666666667,1,0.569444444444444,0.163265306122449,0.280701754385965,0.000107978566212012,1.3870616787098,0.225504677447379,58.3611232154815,248,-193815.892273707,-192673.810067581,1,1,0.974358974358974,"specific_effect_common6_specific4",5,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC + refit",4,41.7833455399438,NA,NA,NA,0.721432708137023,97823.4564764536,NA,TRUE,16,22,98,1,0.974358974358974,0.224489795918367,0.366666666666667,NA,NA,NA,NA,0.000346769041106723,1.30556031541458,0.576209048110674,58.3072820495986,395,-192918.349617709,-191099.307394244,1,1,0.974358974358974,"specific_effect_common6_specific4",5,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC",4,NA,72.9669900688241,0,NA,0.75365159209965,97699.8661642903,96766.3605420951,TRUE,2,22,87,1,0.833333333333333,0.252873563218391,0.403669724770642,1,0.338888888888889,0.246913580246914,0.396039603960396,5.69812670262253e-05,1.07352506285372,0.127469629442735,58.0450094849364,165,-194259.952707549,-193500.099626861,1,1,0.833333333333333,"specific_effect_common6_specific4",5,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,72.9669900688241,0,NA,0.721704820283351,97810.864123979,NA,TRUE,13,22,87,1,0.833333333333333,0.252873563218391,0.403669724770642,NA,NA,NA,NA,0.000311905055554372,1.09633127467622,0.526197028749701,58.2482913427734,351,-193197.106145035,-191580.691409753,1,1,0.833333333333333,"specific_effect_common6_specific4",5,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.68858937631169,0.711156372193572,97613.9152278533,97256.4529152431,TRUE,18,22,24,1,0.0256410256410256,0.916666666666667,0.956521739130435,NA,NA,NA,NA,0.00023519686474041,8.10408018145438,0.301350191930896,57.5429295104062,175,-194018.973281885,-193213.068499337,1,1,0.0256410256410256,"specific_effect_common6_specific4",5,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.68858937631169,0.743149284870711,97655.1590190511,NA,TRUE,21,22,24,1,0.0256410256410256,0.916666666666667,0.956521739130435,NA,NA,NA,NA,9.83354521157508e-05,0.455109961711619,0.141442368532631,57.5821484963733,99,-194626.450265483,-194170.53841707,1,1,0.0256410256410256,"specific_effect_common6_specific4",5,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC",4,23.0915215119652,NA,NA,NA,0.670478425383856,97570.004240729,97232.6942728673,TRUE,2,22,100,1,1,0.22,0.360655737704918,1,0.722222222222222,0.133333333333333,0.235294117647059,0.000168629388555124,1.0209550248666,0.314831982717006,57.7895377389143,303,-193046.958631927,-191651.592065572,1,1,1,"specific_effect_common6_specific4",6,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC + refit",4,23.0915215119652,NA,NA,NA,0.651422255390724,97592.4523936027,NA,TRUE,10,22,100,1,1,0.22,0.360655737704918,NA,NA,NA,NA,0.00033803913953129,1.32416357172606,0.559657794140813,57.745206523416,403,-192401.079409776,-190545.195824822,1,1,1,"specific_effect_common6_specific4",6,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC",4,NA,49.3821359149393,3.22490207447547,NA,0.689256470257664,97490.8535692683,96153.9824569734,TRUE,2,22,92,1,0.897435897435897,0.239130434782609,0.385964912280702,1,0.394444444444444,0.21978021978022,0.36036036036036,7.52183608564154e-05,16.0221792256083,0.16161834981308,53.5248163606979,185,-193703.772411925,-192851.815927517,1,1,0.897435897435897,"specific_effect_common6_specific4",6,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,49.3821359149393,3.22490207447547,NA,0.649808829420127,97587.1919363106,NA,TRUE,14,22,92,1,0.897435897435897,0.239130434782609,0.385964912280702,NA,NA,NA,NA,0.000336760765045561,1.38029584218532,0.554360705335811,57.6083263616378,371,-192611.606664119,-190903.088525117,1,1,0.897435897435897,"specific_effect_common6_specific4",6,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.53432722053841,0.654781085934166,97418.9092155353,97091.0309292385,TRUE,23,22,23,1,0.0128205128205128,0.956521739130435,0.977777777777778,NA,NA,NA,NA,0.000252628567270397,6.02032493528106,0.31055177921994,57.4024692872153,172,-193649.684523086,-192857.595251096,1,1,0.0128205128205128,"specific_effect_common6_specific4",6,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.53432722053841,0.670934891197753,97451.3441260838,NA,TRUE,21,22,23,1,0.0128205128205128,0.956521739130435,0.977777777777778,NA,NA,NA,NA,7.08257201341667e-05,0.804389299875627,0.134531474922469,57.3075375777103,95,-194246.451500664,-193808.960332995,1,1,0.0128205128205128,"specific_effect_common6_specific4",6,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC",4,33.9516769730979,NA,NA,NA,0.699028358565019,97871.01174532,97394.2149219931,TRUE,2,22,98,1,0.974358974358974,0.224489795918367,0.366666666666667,1,0.619444444444444,0.152091254752852,0.264026402640264,0.000112305288167447,3.9296969004101,0.248600679350015,59.0226567790466,266,-193904.560586431,-192679.585316958,1,1,0.974358974358974,"specific_effect_common6_specific4",7,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC + refit",4,33.9516769730979,NA,NA,NA,0.669131693659527,97910.9768166344,NA,TRUE,9,22,98,1,0.974358974358974,0.224489795918367,0.366666666666667,NA,NA,NA,NA,0.000289472749053985,4.23326356792281,0.519423046865327,59.1914278866438,395,-193093.390298071,-191274.348074606,1,1,0.974358974358974,"specific_effect_common6_specific4",7,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC",4,NA,65.5984647730476,3.32980523871506,NA,0.686886761763037,97787.0513140155,96222.0450677612,TRUE,2,22,85,1,0.807692307692308,0.258823529411765,0.411214953271028,1,0.305555555555556,0.266666666666667,0.421052631578947,7.59496148646966e-05,12.1402750306245,0.158885989070822,54.1598509008633,153,-194517.216070347,-193812.62503189,1,1,0.807692307692308,"specific_effect_common6_specific4",7,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,65.5984647730476,3.32980523871506,NA,0.671552387811273,97899.7242920135,NA,TRUE,21,22,85,1,0.807692307692308,0.258823529411765,0.411214953271028,NA,NA,NA,NA,0.00027497641003949,3.4093587013097,0.488549086696681,58.895631901705,343,-193430.088523336,-191850.515149542,1,1,0.807692307692308,"specific_effect_common6_specific4",7,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.80874578257878,0.619694981785088,97699.6800732357,97328.3658470041,TRUE,26,22,23,1,0.0128205128205128,0.956521739130435,0.977777777777778,NA,NA,NA,NA,0.000323007162492169,20.4245151960292,0.429568996710881,59.5693863421828,172,-194211.226238487,-193419.136966497,1,1,0.0128205128205128,"specific_effect_common6_specific4",7,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.80874578257878,0.678818910159481,97754.6805840048,NA,TRUE,26,22,23,1,0.0128205128205128,0.956521739130435,0.977777777777778,NA,NA,NA,NA,5.94304975791593e-05,3.30737466997276,0.114932225150723,58.8275149259332,95,-194853.124416506,-194415.633248837,1,1,0.0128205128205128,"specific_effect_common6_specific4",7,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC",4,35.7150733536646,NA,NA,NA,0.666237623351586,97255.857205482,96751.8010100213,TRUE,2,22,96,1,0.948717948717949,0.229166666666667,0.372881355932203,1,0.583333333333333,0.16,0.275862068965517,0.000112604258894954,3.41127908377764,0.265790663360332,58.909256049209,253,-192764.052325382,-191598.944268327,1,1,0.948717948717949,"specific_effect_common6_specific4",8,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC + refit",4,35.7150733536646,NA,NA,NA,0.628533621920635,97294.5409065617,NA,TRUE,13,22,96,1,0.948717948717949,0.229166666666667,0.372881355932203,NA,NA,NA,NA,0.000285526692006244,5.31075005121497,0.574593903381355,59.3882209637526,387,-191915.780520157,-190133.57965818,1,1,0.948717948717949,"specific_effect_common6_specific4",8,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC",4,NA,63.3002237678359,4.2957464161885,NA,0.671989404501539,97151.6235177133,95423.1134516261,TRUE,2,22,88,1,0.846153846153846,0.25,0.4,1,0.327777777777778,0.253164556962025,0.404040404040404,7.15900982455203e-05,24.0316003383755,0.169423454326105,52.9111950227136,161,-193191.09843551,-192449.666035566,1,1,0.846153846153846,"specific_effect_common6_specific4",8,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,63.3002237678359,4.2957464161885,NA,0.634850583249542,97289.3265759121,NA,TRUE,25,22,88,1,0.846153846153846,0.25,0.4,NA,NA,NA,NA,0.000281282267005892,5.08889853024351,0.564314384411336,59.3624796993858,355,-192126.400027785,-190491.56461176,1,1,0.846153846153846,"specific_effect_common6_specific4",8,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.61756295787474,0.589252247531284,97111.631500726,96756.380381809,TRUE,28,22,30,1,0.102564102564103,0.733333333333333,0.846153846153846,NA,NA,NA,NA,0.000274051767439139,17.5352266261749,0.394657472500413,59.3656497860364,193,-192890.066232609,-192001.268386713,1,1,0.102564102564103,"specific_effect_common6_specific4",8,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.61756295787474,0.661156887309654,97173.7568033941,NA,TRUE,22,22,30,1,0.102564102564103,0.733333333333333,0.846153846153846,NA,NA,NA,NA,0.000125574294346055,3.46565088818742,0.282552765303856,58.8532454298873,123,-193497.859707473,-192931.423774597,1,1,0.102564102564103,"specific_effect_common6_specific4",8,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC",4,18.5481585954044,NA,NA,NA,0.675520689647881,97285.6997800757,97004.0309401984,TRUE,2,22,100,1,1,0.22,0.360655737704918,1,0.772222222222222,0.125786163522013,0.223463687150838,0.000187948968844386,2.0231651031761,0.372756193063763,57.3206910058559,321,-192354.010115598,-190875.750485896,1,1,1,"specific_effect_common6_specific4",9,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC + refit",4,18.5481585954044,NA,NA,NA,0.633796961389463,97300.3424818001,NA,TRUE,18,22,100,1,1,0.22,0.360655737704918,NA,NA,NA,NA,0.000317583998368863,2.83217750386784,0.574561990207229,57.0790519103374,403,-191816.85958617,-189960.976001217,1,1,1,"specific_effect_common6_specific4",9,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC",4,NA,89.4259408147255,3.62879013857881,NA,0.693017809237454,97127.5641553282,95253.6137854054,TRUE,2,22,73,1,0.653846153846154,0.301369863013699,0.463157894736842,1,0.211111111111111,0.344827586206897,0.512820512820513,4.3486387984313e-05,28.61856992167,0.167655404524355,52.5637361438024,119,-193433.105432458,-192885.090180325,1,1,0.653846153846154,"specific_effect_common6_specific4",9,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,89.4259408147255,3.62879013857881,NA,0.648991581652397,97269.1838525684,NA,TRUE,11,22,73,1,0.653846153846154,0.301369863013699,0.463157894736842,NA,NA,NA,NA,0.000253877855986308,2.3702406063469,0.470121196741411,56.8781311201596,295,-192500.579897837,-191142.054692971,1,1,0.653846153846154,"specific_effect_common6_specific4",9,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.82289088026324,0.649480696929913,97081.7854404948,96713.2925963219,TRUE,11,22,24,1,0.0256410256410256,0.916666666666667,0.956521739130435,NA,NA,NA,NA,0.000266838277195369,14.816462325726,0.406759996219858,56.571728589126,175,-192954.713707168,-192148.80892462,1,1,0.0256410256410256,"specific_effect_common6_specific4",9,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.82289088026324,0.70852581602146,97137.703406725,NA,TRUE,21,22,24,1,0.0256410256410256,0.916666666666667,0.956521739130435,NA,NA,NA,NA,6.65954130374063e-05,2.82358599364947,0.137740447158643,56.6126854960599,99,-193591.539040831,-193135.627192418,1,1,0.0256410256410256,"specific_effect_common6_specific4",9,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC",4,37.7966047936867,NA,NA,NA,0.6870849361986,97118.27494193,96595.0554160681,TRUE,2,22,100,1,1,0.22,0.360655737704918,1,0.519444444444444,0.176211453744493,0.299625468164794,0.000100847152408397,3.50109961931337,0.242819452168682,58.0668294724014,230,-192647.766169694,-191588.577026917,1,1,1,"specific_effect_common6_specific4",10,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC + refit",4,37.7966047936867,NA,NA,NA,0.627062105934362,97162.8848528465,NA,TRUE,9,22,100,1,1,0.22,0.360655737704918,NA,NA,NA,NA,0.000313343808797521,3.37611579095401,0.543048060153474,58.0987262490287,403,-191541.944328263,-189686.06074331,1,1,1,"specific_effect_common6_specific4",10,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC",4,NA,74.2856455192012,3.31914275205154,NA,0.682642928745068,97024.1208979707,95376.7277852702,TRUE,2,22,80,1,0.743589743589744,0.275,0.431372549019608,1,0.241666666666667,0.31496062992126,0.479041916167665,3.61793379168011e-05,19.4758879307124,0.144727339690464,53.4317597514635,130,-193150.233609674,-192551.561485495,1,1,0.743589743589744,"specific_effect_common6_specific4",10,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Separate 2D path/grid BIC + refit",4,NA,74.2856455192012,3.31914275205154,NA,0.644134868290126,97147.2225862455,NA,TRUE,10,22,80,1,0.743589743589744,0.275,0.431372549019608,NA,NA,NA,NA,0.000292267353114283,3.27855948911901,0.499100030881029,57.8934466037828,323,-192063.24021738,-190575.770247306,1,1,0.743589743589744,"specific_effect_common6_specific4",10,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC",4,NA,NA,NA,1.78708986250774,0.622908197334601,96957.5378340764,96584.4167683292,TRUE,20,22,25,1,0.0384615384615385,0.88,0.936170212765957,NA,NA,NA,NA,0.000221963150673497,12.6092387216751,0.363360182174536,57.6029523619616,178,-192685.495228494,-191865.774935388,1,1,0.0384615384615385,"specific_effect_common6_specific4",10,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Eta centered path BIC + refit",4,NA,NA,NA,1.78708986250774,0.678990159786242,97024.5418155396,NA,TRUE,21,22,25,1,0.0384615384615385,0.88,0.936170212765957,NA,NA,NA,NA,8.3854454272188e-05,3.90458748200639,0.182803186494931,57.6632530879119,103,-193337.584837344,-192863.252308187,1,1,0.0384615384615385,"specific_effect_common6_specific4",10,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC",4,20.3770639555624,NA,NA,NA,0.693753600388027,97404.2562981413,97100.4323386523,TRUE,2,22,100,1,1,0.22,0.360655737704918,1,0.752777777777778,0.128617363344051,0.227920227920228,0.000172346999267603,1.45303343538506,0.355756489823709,58.470841519005,314,-192639.477438682,-191193.454000282,1,1,1,"specific_effect_common6_specific4",11,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
"Rossi path BIC + refit",4,20.3770639555624,NA,NA,NA,0.661177512237847,97421.5500108285,NA,TRUE,20,22,100,1,1,0.22,0.360655737704918,NA,NA,NA,NA,0.000310193687356448,0.897657305166914,0.55050934102527,58.0786450524564,403,-192059.274644227,-190203.391059274,1,1,1,"specific_effect_common6_specific4",11,1000,100,4,6,4,0.5,40,0.857142857142857,30,90,3
